detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,100n40by40and240m,0.14681179076433182,14.20585036277771,0.4598464369773865
Direct Detection,37n40by40and240m,0.19199983030557632,13.020341634750366,0.32482779771089554
Direct Detection,50n40by40and240m,0.19109417125582695,13.12536358833313,0.3301810994744301
Direct Detection,62n40by40and240m,0.15256482735276222,14.017543077468872,0.4226813092827797
Direct Detection,75n40by40and240m,0.1909450963139534,13.27545952796936,0.33272335678339005
Direct Detection,87p5n40by40and240m,0.1633949615061283,13.716845273971558,0.4026162251830101
Direct Detection,a25n40by40and240m,0.2411271147429943,12.338486909866333,0.21902668848633766
QPMS,10fv40by40and240m,0.08928729593753815,16.311988353729248,0.6863834857940674
QPMS,3fv40by40and240m,0.054447091184556484,18.71870708465576,0.7951495051383972
QPMS,5fv40by40and240m,0.06719538755714893,17.714311122894287,0.7431466430425644
QPMS,6fv40by40and240m,0.07049143686890602,17.57219648361206,0.7426037639379501
QPMS,7a5fv40by40and240m,0.0811521653085947,16.60212278366089,0.7108634412288666
QPMS,aa15fv40by40and240m,0.03684379532933235,20.759268760681152,0.8631908148527145
QPMS,aa20fv40by40and240m,0.034947047010064125,21.047295570373535,0.8735340237617493
QPMS,aa25fv40by40and240m,0.04465523827821016,19.549044132232666,0.8435842841863632
QPMS,aa30fv40by40and240m,0.03277175081893802,21.024516105651855,0.884096086025238
QPMS,aa35fv40by40and240m,0.028391477651894093,21.72828245162964,0.9031182080507278
QPMS,aa40fv40by40and240m,0.03194407280534506,21.239874839782715,0.8858015984296799
QPMS,aa5fv40by40and240m,0.1287295650690794,14.791290760040283,0.5501000285148621
QPMS,aa6fv40by40and240m,0.13650692254304886,14.3309166431427,0.519363634288311
