detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,100n40by40and240m,0.11710330657660961,15.226062774658203,0.5832567662000656
Direct Detection,37n40by40and240m,0.17779940739274025,13.285941362380981,0.3719797134399414
Direct Detection,50n40by40and240m,0.16320602595806122,13.791074275970459,0.41022811084985733
Direct Detection,62n40by40and240m,0.2263449914753437,12.985778570175171,0.17511415109038353
Direct Detection,75n40by40and240m,0.15422147884964943,13.936352252960205,0.43245257437229156
Direct Detection,87p5n40by40and240m,0.1385614238679409,14.438699722290039,0.49348124116659164
Direct Detection,a25n40by40and240m,0.4272514134645462,11.966691255569458,0.145328126847744
QPMS,10fv40by40and240m,0.08297116309404373,16.562456130981445,0.711793527007103
QPMS,3fv40by40and240m,0.04290695860981941,19.8794207572937,0.8404957503080368
QPMS,5fv40by40and240m,0.05001148208975792,19.25801658630371,0.8115515857934952
QPMS,6fv40by40and240m,0.0686852727085352,17.771743774414062,0.7551259249448776
QPMS,7a5fv40by40and240m,0.09483048692345619,15.60586142539978,0.6800804734230042
QPMS,aa15fv40by40and240m,0.025114649441093206,22.52579402923584,0.9155928045511246
QPMS,aa20fv40by40and240m,0.03318539960309863,21.238365173339844,0.890954002737999
QPMS,aa25fv40by40and240m,0.0374371949583292,20.54252862930298,0.8749576359987259
QPMS,aa30fv40by40and240m,0.025243207812309265,22.5938982963562,0.9160961955785751
QPMS,aa35fv40by40and240m,0.027498505543917418,21.965686321258545,0.9122118800878525
QPMS,aa40fv40by40and240m,0.03116642590612173,21.6480770111084,0.8976297229528427
QPMS,aa5fv40by40and240m,0.1256724763661623,14.771891117095947,0.5590713620185852
QPMS,aa6fv40by40and240m,0.1339198499917984,14.46359920501709,0.5266751646995544
