detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,100n40by40and240m,0.2016337402164936,13.048357725143433,0.2743859142065048
Direct Detection,37n40by40and240m,0.20974089950323105,12.97604751586914,0.24052496999502182
Direct Detection,50n40by40and240m,0.21079545840620995,12.813491344451904,0.22635526955127716
Direct Detection,62n40by40and240m,0.17022809758782387,13.574666500091553,0.34242282807826996
Direct Detection,75n40by40and240m,0.20684238523244858,12.934119939804077,0.2550804130733013
Direct Detection,87p5n40by40and240m,0.20231393352150917,12.95674729347229,0.25265759602189064
Direct Detection,a25n40by40and240m,0.43223581463098526,11.804953813552856,0.1379811093211174
QPMS,10fv40by40and240m,0.15050765126943588,14.180506944656372,0.43609514832496643
QPMS,3fv40by40and240m,0.15590567514300346,13.83112645149231,0.4218234345316887
QPMS,5fv40by40and240m,0.16733749210834503,13.560340404510498,0.3774324357509613
QPMS,6fv40by40and240m,0.160146314650774,13.66585373878479,0.39641186594963074
QPMS,7a5fv40by40and240m,0.13725090771913528,14.374957799911499,0.4767173230648041
QPMS,aa15fv40by40and240m,0.13118010386824608,14.529428243637085,0.4916072189807892
QPMS,aa20fv40by40and240m,0.12577059864997864,14.821796417236328,0.5056997165083885
QPMS,aa25fv40by40and240m,0.12896106019616127,14.587789297103882,0.5080533921718597
QPMS,aa30fv40by40and240m,0.11467381939291954,15.05877685546875,0.5487951189279556
QPMS,aa35fv40by40and240m,0.11060232110321522,15.11100172996521,0.5585914105176926
QPMS,aa40fv40by40and240m,0.10579512268304825,15.538959980010986,0.5744879990816116
QPMS,aa5fv40by40and240m,0.1652437224984169,13.718832015991211,0.3912482187151909
QPMS,aa6fv40by40and240m,0.164252869784832,13.718556880950928,0.395051009953022
