detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,annd40by40and240m,0.1779685728251934,13.349228858947754,0.3666977509856224
QPMS,0p5tfv40by40and240m,0.07998241856694221,16.803162097930908,0.7013398110866547
QPMS,100tfv40by40and240m,0.1239025630056858,14.841454982757568,0.5597180500626564
QPMS,10tfv40by40and240m,0.09339635446667671,16.02533483505249,0.650887131690979
QPMS,1tfv40by40and240m,0.0826510526239872,16.533589363098145,0.6833340227603912
QPMS,200tfv40by40and240m,0.14457548782229424,14.296860694885254,0.47638238221406937
QPMS,20tfv40by40and240m,0.09594123065471649,15.897464752197266,0.6455657929182053
QPMS,2tfv40by40and240m,0.08133878372609615,16.61955451965332,0.6906648725271225
QPMS,50tfv40by40and240m,0.10780044272542,15.222198963165283,0.6084422469139099
QPMS,5tfv40by40and240m,0.10057565942406654,15.81810736656189,0.6346228420734406
QPMS,nnfv40by40and240m,0.0784610603004694,17.0747127532959,0.7041717618703842
