detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,annd40by40and240m,0.1724923998117447,13.572930812835693,0.3801162913441658
QPMS,0p5tfv40by40and240m,0.05655357427895069,18.380372047424316,0.801818460226059
QPMS,100tfv40by40and240m,0.12146620452404022,15.127496480941772,0.5894986093044281
QPMS,10tfv40by40and240m,0.06973770260810852,17.30740737915039,0.7501892596483231
QPMS,1tfv40by40and240m,0.05617246311157942,18.49818706512451,0.7979031503200531
QPMS,200tfv40by40and240m,0.14151441678404808,14.290848016738892,0.49482402950525284
QPMS,20tfv40by40and240m,0.07694591581821442,16.934387683868408,0.7377186119556427
QPMS,2tfv40by40and240m,0.06342096626758575,17.99505090713501,0.77955062687397
QPMS,50tfv40by40and240m,0.09077089466154575,16.095406770706177,0.6752656102180481
QPMS,5tfv40by40and240m,0.06781312078237534,17.45049285888672,0.7555393874645233
QPMS,nnfv40by40and240m,0.05161634273827076,18.87605571746826,0.8189782947301865
