detection_type,filename,val_loss,val_psnr,val_ssim
Direct Detection,annd40by40and240m,0.1835886687040329,13.139298439025879,0.2827612981200218
QPMS,0p5tfv40by40and240m,0.13474607095122337,14.512513875961304,0.4727858155965805
QPMS,100tfv40by40and240m,0.15642862394452095,13.734019041061401,0.4040432274341583
QPMS,10tfv40by40and240m,0.14025692641735077,14.157864332199097,0.4615405201911926
QPMS,1tfv40by40and240m,0.13482405245304108,14.557044744491577,0.47435079514980316
QPMS,200tfv40by40and240m,0.15295343473553658,14.056872367858887,0.41481199115514755
QPMS,20tfv40by40and240m,0.1395796574652195,14.2864511013031,0.4663328379392624
QPMS,2tfv40by40and240m,0.14197610318660736,14.25316572189331,0.4600549638271332
QPMS,50tfv40by40and240m,0.14556682482361794,14.152557134628296,0.4557225927710533
QPMS,5tfv40by40and240m,0.1299547366797924,14.564872980117798,0.49289095401763916
QPMS,nnfv40by40and240m,0.13434861227869987,14.342141151428223,0.4762639179825783
